Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Wheel Size,Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City,Car Location
Maruti,Ertiga VDI,Comprehensive,Diesel,7,"1,49,838",RJ11,First Owner,1248,Manual,2015,20.77,88.76,200,,May,2015,75,6.42,Jaipur,
Maruti,Eeco 5 Seater AC BSIV,Not Available,Petrol,5,"1,00,062",HR96,Second Owner,1196,Manual,2018,15.37,73,101,,Dec,2018,50,3.5,Jaipur,
Maruti,Swift Dzire AMT VXI,Zero Dep,Petrol,5,"47,404",RJ45,First Owner,1197,Automatic,2018,21.21,81.80,113,,Jul,2018,50,5.0,Jaipur,
Ford,Ecosport 1.0 Ecoboost Titanium Plus BSIV,Not Available,Petrol,5,"99,882",RJ14,Second Owner,999,Manual,2015,18.88,123.24,170,16,Nov,2015,75,3.5,Jaipur,
Honda,City i VTEC V,Not Available,Petrol,5,"50,726",HR20,First Owner,1497,Manual,2016,17.8,117.3,145,15,Mar,2016,70,5.75,Jaipur,
Maruti,Swift VXI,Zero Dep,Petrol,5,"76,443",RJ45,First Owner,1197,Manual,2020,21.21,81.80,113,,Dec,2020,30,5.5,Jaipur,
Skoda,Rapid 1.0 TSI Style,Comprehensive,Petrol,5,"48,739",RJ19,First Owner,999,Manual,2021,18.97,108.62,175,R16,Feb,2021,20,9.45,Jaipur,
Mercedes-Benz,EQC 400 4MATIC,Comprehensive,Electric,5,"5,000",DL10,First Owner,0,Automatic,2022,,402.30,760,20,Feb,2022,15,90.0,Jaipur,
Hyundai,Grand i10 Sportz,Comprehensive,Petrol,5,"61,000",DL2C,First Owner,1197,Manual,2014,18.9,81.86,113.75,,Jul,2014,75,3.65,Jaipur,
Maruti,Alto 800 LXI,Comprehensive,Petrol,5,"71,304",HR28,Second Owner,796,Manual,2013,22.74,47.3,69,,Jun,2013,75,1.57,Jaipur,
Maruti,Wagon R VXI BS IV,Not Available,Petrol,5,"84,680",RJ45,First Owner,998,Manual,2013,20.51,67.04,90,,Jun,2013,75,2.56,Jaipur,
Volkswagen,Vento 1.2 TSI Highline AT,Not Available,Petrol,5,"1,43,959",RJ14,First Owner,1197,Automatic,2016,18.19,103.2,175,15,May,2016,70,4.5,Jaipur,
Hyundai,i10 Magna 1.2,Comprehensive,Petrol,5,"71,715",RJ14,Second Owner,1197,Manual,2009,20.36,78.9,111.7,13,Sept,2009,75,1.82,Jaipur,
Renault,Duster 85PS Diesel RxL Optional,Not Available,Diesel,5,"71,217",DL13,Second Owner,1461,Manual,2013,20.46,83.8,200,16,Apr,2013,75,3.19,Jaipur,
Renault,Captur 1.5 Petrol RXE,Third Party,Petrol,5,"53,970",RJ14,First Owner,1498,Manual,2018,13.87,104.55,142,,Feb,2018,50,5.8,Jaipur,
Maruti,Ritz VXI,Not Available,Petrol,5,"77,901",RJ14,Second Owner,1197,Manual,2009,21.1,85.80,114,14,Dec,2009,75,1.7,Jaipur,
Maruti,Celerio LDi,Not Available,Diesel,5,"65,289",RJ45,Second Owner,793,Manual,2015,27.62,47,125,,Jan,2016,75,3.15,Jaipur,
Ford,Endeavour 3.2 Titanium AT 4X4,Not Available,Diesel,7,"97,286",RJ14,First Owner,3198,Automatic,2017,10.91,197,470,18,Jun,2017,60,22.0,Jaipur,
Ford,Figo Petrol EXI,Not Available,Petrol,5,"89,569",RJ14,Second Owner,1196,Manual,2011,15.6,70,102,14,Mar,2011,75,1.47,Jaipur,
Maruti,Swift VDI BSIV,Comprehensive,Diesel,5,"1,03,151",RJ45,Second Owner,1248,Manual,2010,17.8,,,15,Nov,2010,75,1.9,Jaipur,
Maruti,Omni E MPI STD BSIV,Not Available,Petrol,8,"94,017",RJ14,Second Owner,796,Manual,2015,16.8,34.2,59,12,Aug,2015,75,1.6,Jaipur,
Toyota,Fortuner 2.8 2WD AT BSIV,Not Available,Diesel,7,"73,141",RJ14,First Owner,2755,Automatic,2017,12.9,174.5,450,17,Mar,2017,60,26.0,Jaipur,
Hyundai,i10 Sportz,Not Available,Petrol,5,"1,01,749",RJ14,First Owner,1197,Manual,2011,20.36,78.9,111.8,13,Sept,2011,75,1.98,Jaipur,
Volkswagen,Vento Petrol Highline,Not Available,Petrol,5,"1,37,262",RJ14,First Owner,1598,Manual,2011,15.04,103.6,153,15,Mar,2011,75,2.47,Jaipur,
Hyundai,i10 Magna 1.2,Not Available,Petrol,5,"55,681",RJ14,Third Owner,1197,Manual,2010,20.36,78.9,111.7,13,Jan,2011,75,1.5,Jaipur,
Hyundai,Creta 1.6 CRDi SX,Not Available,Diesel,5,"59,214",RJ14,First Owner,1582,Manual,2017,19.67,126.2,259.9,16,May,2017,60,8.5,Jaipur,
Toyota,Etios Cross 1.2L G,Comprehensive,Petrol,5,"5,475",DL3C,First Owner,1197,Manual,2015,18.16,78.8,104,15,May,2015,75,3.75,Jaipur,
Hyundai,Santro Xing XL,Not Available,Petrol,5,"51,110",RJ07,Second Owner,1086,Manual,2006,,,,13,Sept,2008,75,1.14,Jaipur,
Hyundai,i20 1.2 Magna Executive,Comprehensive,Petrol,5,"81,000",DL4C,First Owner,1197,Manual,2017,18.6,81.83,114.7,,Jun,2017,60,5.2,Jaipur,
Hyundai,i20 Asta Option 1.2,Third Party insurance,Petrol,5,"69,900",DL10,Second Owner,1197,Manual,2015,18.6,81.83,114.7,16,Mar,2015,75,4.85,Jaipur,
Maruti,Celerio VXI CNG BSIV,Comprehensive,CNG,5,"39,500",HR26,Second Owner,998,Manual,2020,31.79,58.33,78,,Dec,2020,30,5.6,Jaipur,
Renault,Duster 110PS Diesel RxZ,Comprehensive,Diesel,5,"1,53,500",PB23,Second Owner,1461,Manual,2012,19.01,108.45,248,16,Mar,2013,75,3.56,Jaipur,
Ford,Figo Diesel EXI,Comprehensive,Diesel,5,"95,419",RJ14,First Owner,1399,Manual,2015,20,68.05,160,,Apr,2015,75,2.0,Jaipur,
Tata,Bolt Quadrajet XE,Comprehensive,Diesel,5,"72,299",RJ45,Second Owner,1248,Manual,2017,22.95,74,190,,Sept,2018,60,3.4,Jaipur,
Maruti,Vitara Brezza VDi,Zero Dep,Diesel,5,"76,378",RJ14,First Owner,1248,Manual,2017,24.3,88.5,200,,Sept,2017,60,8.5,Jaipur,
Renault,Duster 110PS Diesel RxZ,Not Available,Diesel,5,"1,10,821",RJ14,First Owner,1461,Manual,2013,19.01,108.45,248,16,May,2013,75,4.37,Jaipur,
Honda,City i VTEC V,Not Available,Petrol,5,"85,291",RJ19,First Owner,1497,Manual,2015,17.4,117.3,145,15,Apr,2015,75,6.0,Jaipur,
Maruti,Alto LX BSIII,Not Available,Petrol,5,"42,715",RJ14,First Owner,796,Manual,2009,19.7,46.3,62,12,Feb,2009,75,1.3,Jaipur,
Maruti,Baleno 1.2 Sigma,Comprehensive,Petrol,5,"47,217",RJ45,First Owner,1197,Manual,2019,21.4,83.1,115,,Apr,2019,40,6.0,Jaipur,
Hyundai,i10 Era,Not Available,Petrol,5,"1,05,602",RJ14,Second Owner,1086,Manual,2010,19.81,68.05,99.04,,Dec,2010,75,1.45,Jaipur,
Maruti,Ertiga ZDI,Not Available,Diesel,7,"3,66,565",RJ14,First Owner,1248,Manual,2012,20.77,88.8,200,15,Dec,2012,75,4.51,Jaipur,
Maruti,Wagon R LXI Minor,Not Available,Petrol,5,"1,22,255",RJ01,Third Owner,1061,Manual,2009,18.9,67,84,13,Jan,2009,75,0.9,Jaipur,
Mercedes-Benz,CLA 200 CDI Style,Not Available,Diesel,5,"59,924",RJ14,Second Owner,2143,Automatic,2015,17.9,136,300,16,Dec,2015,75,16.0,Jaipur,
Hyundai,Creta 1.6 CRDi SX Option,Zero Dep,Diesel,5,"1,04,172",RJ14,First Owner,1582,Manual,2015,19.67,126.2,259.9,17,Aug,2015,75,7.5,Jaipur,
Maruti,Baleno Sigma,Comprehensive,Petrol,5,"2,916",RJ45,First Owner,1197,Manual,2022,21.01,81.80,113,,Dec,2022,15,6.2,Jaipur,
Volkswagen,Ameo 1.5 TDI Comfortline,Comprehensive,Diesel,5,"87,425",RJ14,Second Owner,1498,Manual,2016,21.66,108.62,250,,Oct,2016,70,3.95,Jaipur,
Maruti,A-Star Vxi,Not Available,Petrol,5,"1,13,220",RJ14,Second Owner,998,Manual,2009,19,66.1,90,13,Jul,2009,75,1.5,Jaipur,
Maruti,Alto LXi,Not Available,Petrol,5,"50,785",RJ14,Second Owner,796,Manual,2010,19.7,46.3,62,12,May,2010,75,1.4,Jaipur,
Hyundai,i10 Sportz 1.1L,Not Available,Petrol,5,"9,952",RJ14,First Owner,1086,Manual,2016,19.81,68.05,99.04,,Feb,2016,70,4.5,Jaipur,
Hyundai,i10 Sportz 1.1L,Not Available,Petrol,5,"9,952",RJ14,First Owner,1086,Manual,2016,19.81,68.05,99.04,,Feb,2016,70,4.5,Jaipur,
Hyundai,Grand i10 Sportz,Not Available,Petrol,5,"58,089",RJ14,First Owner,1197,Manual,2015,18.9,82,114,,Dec,2015,75,4.5,Jaipur,
Maruti,Ritz VDi,Not Available,Diesel,5,"1,06,996",RJ14,Second Owner,1248,Manual,2012,23.2,73.94,190,,Feb,2012,75,2.2,Jaipur,
Maruti,Swift Vdi BSIII,Not Available,Diesel,5,"1,46,330",RJ25,Fourth Owner,1248,Manual,2008,17.8,75,190 ,14,Jan,2008,75,1.57,Jaipur,
Honda,City GXi,Not Available,Petrol,5,"1,11,524",RJ14,First Owner,1497,Manual,2008,17.7,,12,14,Feb,2008,75,2.5,Jaipur,
Volkswagen,Vento 1.2 TSI Highline AT,Not Available,Petrol,5,"55,542",RJ14,First Owner,1197,Automatic,2017,18.19,103.2,175,15,Jan,2018,60,6.5,Jaipur,
Skoda,Fabia 1.2 TDI Active Plus,Comprehensive,Diesel,5,"1,17,281",RJ14,First Owner,1199,Manual,2011,20.86,75,180,14,Jan,2012,75,2.0,Jaipur,
Maruti,Alto K10 VXI,Not Available,Petrol,5,"56,255",RJ49,First Owner,998,Manual,2019,23.95,67.05,90,,Feb,2019,40,3.5,Jaipur,
Honda,Amaze S Petrol BSIV,Zero Dep,Petrol,5,"13,106",RJ45,First Owner,1199,Manual,2019,19.5,88.76,110,,Sept,2019,40,6.0,Jaipur,
Hyundai,Creta 1.6 SX Option Executive Diesel,Comprehensive,Diesel,5,"1,12,000",RJ02,First Owner,1582,Manual,2019,20.5,126.2,259.87,17,Feb,2019,40,14.25,Jaipur,
Kia,Seltos HTK G,Third Party insurance,Petrol,5,"36,481",RJ09,First Owner,1497,Manual,2020,16.8,113.43,144,,Nov,2020,30,10.99,Jaipur,
Ford,Aspire Titanium BSIV,Comprehensive,Petrol,5,"22,506",RJ01,First Owner,1194,Manual,2018,19.4,94.93,120,15,Jan,2019,50,5.75,Jaipur,
Maruti,Swift Dzire VDI,Comprehensive,Diesel,5,"1,35,083",RJ14,Third Owner,1248,Manual,2013,23.4,74,190,14,Jul,2013,75,3.7,Jaipur,
Hyundai,i20 Sportz 1.2,Zero Dep,Petrol,5,"58,867",RJ02,First Owner,1197,Manual,2017,18.6,81.83,114.7,,Jan,2018,60,5.5,Jaipur,
Maruti,Alto Std,Not Available,Petrol,5,"52,263",RJ14,First Owner,796,Manual,2005,19.7,46.3,62,12,Dec,2005,75,1.0,Jaipur,
Ford,Figo Diesel EXI,Not Available,Diesel,5,"1,15,800",RJ14,Second Owner,1399,Manual,2012,20,68,160,,Oct,2012,75,1.3,Jaipur,
Volkswagen,Polo Diesel Trendline 1.2L,Not Available,Diesel,5,"1,25,632",RJ01,Fourth Owner,1199,Manual,2012,22.07,73.9,180,14,Jun,2013,75,2.0,Jaipur,
Maruti,A-Star Vxi,Not Available,Petrol,5,"32,828",RJ19,First Owner,998,Manual,2010,19,66.1,90,13,May,2011,75,2.0,Jaipur,
Maruti,Ritz VDi,Not Available,Diesel,5,"1,84,593",RJ13,First Owner,1248,Manual,2013,23.2,73.94,190,,Apr,2013,75,2.5,Jaipur,
Ford,Ecosport 1.5 Ti VCT MT Trend,Not Available,Petrol,5,"51,360",RJ14,First Owner,1499,Manual,2014,15.8,110,140,,Jan,2015,75,5.5,Jaipur,
Ford,Ecosport 1.5 Ti VCT MT Trend,Not Available,Petrol,5,"51,360",RJ14,First Owner,1499,Manual,2014,15.8,110,140,,Jan,2015,75,5.5,Jaipur,
Mahindra,XUV500 W8 2WD,Not Available,Diesel,7,"88,758",RJ14,First Owner,2179,Manual,2014,15.1,140,330,17,Oct,2014,75,7.0,Jaipur,
Ford,Fiesta 1.6 Duratec EXI,Not Available,Petrol,5,"1,04,239",HR26,Fourth Owner,1596,Manual,2009,15.3,,14,14,Nov,2009,75,0.6,Jaipur,
Hyundai,EON Magna Plus,Not Available,Petrol,5,"33,171",RJ14,First Owner,814,Manual,2014,21.1,55.2,74.5,,Jun,2014,75,2.2,Jaipur,
Ford,Figo Diesel Titanium,Not Available,Diesel,5,"1,05,801",HR35,First Owner,1399,Manual,2012,20,68.05,160,14,May,2012,75,1.75,Jaipur,
Honda,WR-V i-VTEC S,Zero Dep,Petrol,5,"65,479",RJ23,First Owner,1199,Manual,2017,17.5,88.7,110,16,Dec,2017,60,6.0,Jaipur,
Mahindra,Scorpio VLX 2WD 7S BSIV,Third Party,Diesel,7,"1,68,802",RJ14,First Owner,2179,Manual,2012,12.05,120,290,16,Jan,2013,75,10.0,Jaipur,
Hyundai,Creta 1.6 SX Option Diesel,Comprehensive,Diesel,5,"1,01,000",RJ02,First Owner,1582,Manual,2017,20.5,126.2,259.87,17,Apr,2017,60,10.35,Jaipur,
MG,ZS EV Exclusive,Not Available,Electric,5,"47,610",RJ18,First Owner,0,Automatic,2020,,140.8,350,17,Jan,2021,30,21.0,Jaipur,
Maruti,Alto K10 VXI,Not Available,Petrol,5,"63,359",RJ51,Second Owner,998,Manual,2017,23.95,67.05,90,,Aug,2017,60,2.3,Jaipur,
Mahindra,Xylo D4 BSIII,Not Available,Diesel,8,"83,155",RJ14,First Owner,2498,Manual,2012,14,112bhp at 3800 ,260 Nm at 1800-2200 r,15,Jul,2012,75,2.5,Jaipur,
Hyundai,i10 Magna 1.2,Not Available,Petrol,5,"72,157",RJ14,Second Owner,1197,Manual,2010,20.36,78.9,111.7,13,Oct,2010,75,2.0,Jaipur,
Mahindra,Thar CRDe AC,Not Available,Diesel,6,"55,486",RJ07,Fourth Owner,2498,Manual,2013,16.55,105,247,,Apr,2013,75,5.0,Jaipur,
Toyota,Etios G,Not Available,Petrol,5,"1,21,153",DL7C,Second Owner,1496,Manual,2011,17.6,88.73,132,15,Aug,2011,75,3.0,Jaipur,
Hyundai,i10 Magna,Not Available,Petrol,5,"1,53,146",CH04,First Owner,1197,Manual,2009,20.36,78.9,111.7,13,Feb,2009,75,1.0,Jaipur,
Hyundai,Creta 1.6 Gamma SX Plus,Not Available,Petrol,5,"47,765",RJ14,First Owner,1591,Manual,2015,15.29,121.3,151,16,Sept,2015,75,8.0,Jaipur,
Maruti,SX4 S Cross Zeta DDiS 200 SH,Zero Dep,Diesel,5,"60,638",HR16,First Owner,1248,Manual,2019,25.1,88.5,200,R16,Oct,2019,40,10.0,Jaipur,
Toyota,Fortuner 3.0 Diesel,Not Available,Diesel,7,"2,58,358",RJ14,Third Owner,2982,Manual,2010,11.5,171,343 ,17,Mar,2010,75,7.5,Jaipur,
Hyundai,Grand i10 CRDi Sportz,Not Available,Diesel,5,"53,796",RJ14,First Owner,1120,Manual,2014,24,70,160,,Mar,2014,75,3.5,Jaipur,
Honda,City GXi,Not Available,Petrol,5,"1,17,669",RJ14,First Owner,1497,Manual,2008,17.7,,12,14,Jun,2008,75,2.5,Jaipur,
Kia,Sonet HTK Plus Turbo iMT,Zero Dep,Petrol,5,"8,884",RJ45,First Owner,998,Manual,2022,18.2,118.36,172,,Apr,2022,15,10.0,Jaipur,
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Not Available,Petrol,5,"63,914",RJ45,First Owner,1197,Manual,2018,18.9,81.86,113.75,,Apr,2019,50,4.73,Jaipur,
Maruti,Alto LXi,Not Available,Petrol,5,"78,359",RJ14,Second Owner,796,Manual,2011,19.7,46.3,62,12,Jul,2011,75,1.44,Jaipur,
Hyundai,Creta SX Opt IVT,Comprehensive,Petrol,5,"72,516",RJ45,First Owner,1497,Automatic,2020,,113.18,143.8,17,Apr,2020,30,15.75,Jaipur,
Honda,City i VTEC CVT VX,Not Available,Petrol,5,"83,797",GJ01,First Owner,1497,Automatic,2016,18,117.3,145,15,Oct,2016,70,7.5,Jaipur,
Ford,Figo Diesel ZXI,Not Available,Diesel,5,"1,18,278",RJ19,Second Owner,1399,Manual,2012,20,68,160,14,Apr,2012,75,1.5,Jaipur,
Ford,Aspire 1.2 Ti-VCT Trend,Comprehensive,Petrol,5,"49,008",RJ14,First Owner,1196,Manual,2016,18.16,86.8,112,,Dec,2016,70,4.0,Jaipur,
Maruti,SX4 S Cross DDiS 320 Delta,Not Available,Diesel,5,"46,611",RJ14,First Owner,1598,Manual,2015,22.7,118,320,,Feb,2016,75,8.0,Jaipur,
Tata,Nexon EV Prime XZ Plus,Zero Dep,Electric,5,"38,807",RJ45,First Owner,0,Automatic,2022,,127,245,16,Feb,2022,15,14.0,Jaipur,
Hyundai,i20 N Line N8 iMT Dual tone,Third Party,Petrol,5,"22,889",RJ18,First Owner,998,Manual,2021,20,118.41,172,16,Mar,2022,20,10.0,Jaipur,
Maruti,Alto 800 LXI,Not Available,Petrol,5,"66,271",RJ14,Second Owner,796,Manual,2017,24.7,47.3,69,,Jun,2017,60,3.0,Jaipur,
Maruti,Alto LX,Comprehensive,Petrol,5,"32,025",RJ13,First Owner,796,Manual,2004,19.7,46.3,62,12,Apr,2004,75,0.75,Jaipur,
Maruti,Swift ZXI Plus,Third Party,Petrol,5,"2,866",RJ45,First Owner,1197,Manual,2022,22.38,88.50,113,15,Jan,2023,15,7.5,Jaipur,
Hyundai,Xcent 1.2 VTVT S,Not Available,Petrol,5,"33,438",RJ45,First Owner,1197,Manual,2018,20.14,81.86,113.75,,Aug,2018,50,5.5,Jaipur,
Maruti,Swift Dzire LDi,Not Available,Diesel,5,"1,13,064",RJ14,First Owner,1248,Manual,2011,19.3,73.9,190,14,Feb,2011,75,2.25,Jaipur,
Ford,Ecosport 1.0 Ecoboost Titanium Optional,Not Available,Petrol,5,"1,22,305",RJ19,Second Owner,999,Manual,2013,18.88,123.37,170,16,Aug,2013,75,4.0,Jaipur,
Mahindra,XUV500 W11 AT BSIV,Not Available,Diesel,7,"1,04,049",RJ14,First Owner,2179,Automatic,2019,15.1,152.87,360,17,May,2019,40,14.0,Jaipur,
Mercedes-Benz,C-Class C 220 CDI Elegance AT,Not Available,Diesel,5,"77,870",RJ14,Second Owner,2143,Automatic,2015,14.84,170,400,16,Jul,2015,75,16.0,Jaipur,
Toyota,Fortuner 4x4 MT,Not Available,Diesel,7,"2,19,834",RJ14,Third Owner,2982,Manual,2013,12.55,168.5,343,17,Jun,2013,75,10.0,Jaipur,
Tata,Indica Aqua 1.3 Quadrajet BSIV,Not Available,Diesel,5,"1,55,420",RJ10,First Owner,1248,Manual,2011,18.4,75 PS at 4000 ,190 Nm at 1750 r,14,Jul,2011,75,1.0,Jaipur,
Mahindra,XUV500 W8 2WD,Third Party,Diesel,7,"1,21,454",RJ14,First Owner,2179,Manual,2014,15.1,140,330,17,May,2014,75,5.5,Jaipur,
Honda,City i VTEC V,Not Available,Petrol,5,"45,927",RJ45,First Owner,1497,Manual,2017,17.8,117.3,145,15,Mar,2018,60,7.0,Jaipur,
Volvo,XC 90 T8 Excellence BSIV,Not Available,Petrol,4,"48,065",AP02,First Owner,1969,Automatic,2016,42,400,640,21,Apr,2017,70,75.0,Jaipur,
Honda,Civic 1.8 V MT,Not Available,Petrol,5,"1,14,502",DL4C,First Owner,1799,Manual,2008,13.5,130,172,15,Dec,2008,75,1.0,Jaipur,
Maruti,Ritz LDi,Comprehensive,Diesel,5,"1,11,533",RJ45,First Owner,1248,Manual,2015,23.2,73.94,190,,Jul,2016,75,3.91,Jaipur,
Hyundai,i10 Era,Third Party,Petrol,5,"84,184",DL7C,First Owner,1086,Manual,2008,19.81,68.05,99.04,,Jan,2009,75,0.8,Jaipur,
Hyundai,i20 1.2 Sportz,Not Available,Petrol,5,"1,10,503",RJ14,Second Owner,1197,Manual,2012,17,80 PS at 5200 ,"11.4 kgm at 4,000 r",14,Mar,2012,75,2.0,Jaipur,
Renault,KWID RXL,Not Available,Petrol,5,"59,867",RJ52,First Owner,799,Manual,2017,25.17,53.3,72,,Dec,2017,60,2.0,Jaipur,
Tata,Indigo LX TDI BSIII,Not Available,Diesel,5,"42,567",RJ14,First Owner,1396,Manual,2011,19.09,69,135,14,Jun,2011,75,1.0,Jaipur,
Hyundai,EON Magna Plus,Not Available,Petrol,5,"25,445",RJ14,Second Owner,814,Manual,2016,21.1,55.2,74.5,,Jan,2017,70,3.0,Jaipur,
Hyundai,i20 Asta 1.4 CRDi,Not Available,Diesel,5,"68,868",RJ14,First Owner,1396,Manual,2015,22.54,88.73,219.7,16,May,2015,75,6.25,Jaipur,
MG,Hector Sharp Diesel MT,Comprehensive,Diesel,5,"40,492",RJ45,First Owner,1956,Manual,2021,17.41,167.68,350,R17,Apr,2021,20,17.9,Jaipur,
Nissan,Micra Active XL Petrol,Not Available,Petrol,5,"2,08,331",RJ36,First Owner,1198,Manual,2013,19.49,67.04,104,,Feb,2014,75,2.0,Jaipur,
Toyota,Corolla Altis G,Not Available,Petrol,5,"1,36,950",HR26,Third Owner,1798,Manual,2010,14.53,138.1,173,15,Sept,2010,75,2.5,Jaipur,
Hyundai,Venue S,Third Party insurance,Petrol,5,"12,289",RJ40,First Owner,1197,Manual,2022,,81.80,113.8,,Mar,2022,15,8.75,Jaipur,
Hyundai,i10 Era 1.1 iTech SE,Not Available,Petrol,5,"54,393",RJ14,Second Owner,1086,Manual,2012,19.81,68.05,99.04,13,Dec,2012,75,2.5,Jaipur,
Honda,City i VTEC E,Not Available,Petrol,5,"43,167",RJ14,First Owner,1497,Manual,2015,17.8,117.3,145,,Sept,2015,75,7.0,Jaipur,
Tata,Tiago 1.2 Revotron XT,Comprehensive,Petrol,5,"38,770",RJ45,First Owner,1199,Manual,2019,23.84,84,114,,May,2019,40,4.5,Jaipur,
Maruti,Ciaz Delta Automatic BSIV,Not Available,Petrol,5,"43,069",RJ19,First Owner,1462,Automatic,2018,20.28,103.25,138,15,Oct,2018,50,7.5,Jaipur,
Honda,Amaze EX i-Dtech,Not Available,Diesel,5,"1,49,992",RJ14,First Owner,1498,Manual,2015,25.8,98.6,200,,Jan,2015,75,3.75,Jaipur,
Volvo,S90 D4 Inscription BSIV,Not Available,Diesel,5,"30,019",RJ14,First Owner,1969,Automatic,2017,18,190,400,18,Jul,2017,60,33.0,Jaipur,
Tata,Manza Aura (ABS) Quadrajet,Not Available,Diesel,5,"1,33,059",RJ14,First Owner,1248,Manual,2010,18.8,90,200 ,15,Mar,2010,75,2.2,Jaipur,
Maruti,Wagon R VXI BS IV,Not Available,Petrol,5,"50,577",RJ45,First Owner,998,Manual,2013,20.51,67.04,90,,Sept,2013,75,2.7,Jaipur,
Chevrolet,Sail LS ABS,Not Available,Diesel,5,"73,897",RJ05,Third Owner,1248,Manual,2015,22.1,74,190,,Nov,2015,75,3.75,Jaipur,
Ford,Ecosport 1.5 Petrol Titanium BSIV,Not Available,Petrol,5,"37,070",RJ45,First Owner,1497,Manual,2019,17,121.31,150,16,Oct,2019,40,7.5,Jaipur,
Tata,Manza Club Class Quadrajet90 LX,Not Available,Diesel,5,"55,892",MP39,Third Owner,1248,Manual,2014,21.02,88.76,200,,Sept,2014,75,2.5,Jaipur,
Honda,City i DTEC V,Not Available,Diesel,5,"1,33,085",RJ14,Second Owner,1498,Manual,2015,26,98.6,200,15,Feb,2016,75,5.75,Jaipur,
Volkswagen,Polo Diesel Trendline 1.2L,Not Available,Diesel,5,"89,136",RJ14,Third Owner,1199,Manual,2011,22.07,73.9,180,14,Nov,2011,75,2.5,Jaipur,
Maruti,Vitara Brezza LDi Option,Not Available,Diesel,5,"91,621",HR35,First Owner,1248,Manual,2018,24.3,88.5,200,,May,2018,50,6.0,Jaipur,
Kia,Carens Luxury Plus Diesel AT 6 STR,Not Available,Diesel,6,"24,810",RJ14,First Owner,1493,Automatic,2022,,114.41,250,16,Mar,2022,15,19.5,Jaipur,
Toyota,Etios 2014-2016 GD,Not Available,Diesel,5,"35,492",RJ14,First Owner,1364,Manual,2015,23.59,67.05,170,,Jul,2015,75,5.9,Jaipur,
Ford,Figo Petrol ZXI,Not Available,Petrol,5,"55,909",HR51,Second Owner,1196,Manual,2011,15.6,70,102,14,Mar,2011,75,0.9,Jaipur,
Hyundai,i20 Asta 1.4 CRDi,Not Available,Diesel,5,"76,097",RJ14,First Owner,1396,Manual,2017,22.54,88.73,219.7,16,Apr,2018,60,6.5,Jaipur,
Kia,Sonet 1.2 HTK Plus,Zero Dep,Petrol,5,"18,179",RJ45,First Owner,1197,Manual,2022,18.4,81.86,115,,Jun,2022,15,9.0,Jaipur,
Renault,KWID 1.0 RXT Opt,Third Party,Petrol,5,"26,403",RJ23,First Owner,999,Manual,2021,21.74,67,91,,Aug,2021,20,4.5,Jaipur,
Maruti,Swift Dzire VDI,Not Available,Diesel,5,"1,38,896",RJ03,Second Owner,1248,Manual,2014,23.4,74,190,14,Jul,2014,75,4.8,Jaipur,
Mahindra,Renault Logan 1.5 DLX Diesel,Not Available,Diesel,5,"1,36,776",RJ14,First Owner,1461,Manual,2010,19.2,,,14,Dec,2010,75,1.5,Jaipur,
Ford,Ecosport 1.5 TDCi Trend Plus BSIV,Not Available,Diesel,5,"75,842",RJ14,First Owner,1498,Manual,2016,22.77,98.59,205,,Dec,2016,70,5.0,Jaipur,
Renault,KWID RXL,Comprehensive,Petrol,5,"53,819",RJ14,First Owner,799,Manual,2015,25.17,53.3,72,,Nov,2015,75,2.0,Jaipur,
Honda,Amaze S i-Dtech,Not Available,Diesel,5,"74,884",RJ14,First Owner,1498,Manual,2014,25.8,98.6,200,,Mar,2014,75,3.5,Jaipur,
Maruti,800 Std BSIII,Not Available,Petrol,4,"41,285",RJ14,Fifth Owner,796,Manual,2005,16.1,37,59,12,Mar,2005,75,0.5,Jaipur,
Hyundai,i10 Era 1.1,Not Available,Petrol,5,"71,603",RJ14,Second Owner,1086,Manual,2009,19.81,68.05,99.04,,May,2009,75,1.8,Jaipur,
Honda,City i VTEC VX,Not Available,Petrol,5,"56,243",RJ14,Second Owner,1497,Manual,2015,17.4,117.3,145,15,Jun,2015,75,6.5,Jaipur,
Maruti,Swift ZXI BSIV,Comprehensive,Petrol,5,"49,616",RJ14,First Owner,1197,Manual,2016,22,81.80,113,15,Feb,2016,70,5.0,Jaipur,
Ford,Figo Diesel ZXI,Not Available,Diesel,5,"83,458",RJ14,Second Owner,1399,Manual,2011,20,68,160,14,Oct,2011,75,1.5,Jaipur,
Renault,Duster 85PS Diesel RxE Adventure,Not Available,Diesel,5,"1,21,904",DL8C,First Owner,1461,Manual,2014,20.45,83.8,200,16,Oct,2014,75,4.5,Jaipur,
Maruti,Ciaz ZDi,Not Available,Diesel,5,"1,38,337",RJ14,Second Owner,1248,Manual,2014,26.21,88.5,200,15,Oct,2014,75,3.0,Jaipur,
Hyundai,Verna 1.4 EX,Not Available,Diesel,5,"64,783",RJ14,First Owner,1396,Manual,2012,23.5,88.7,219.9,15,Mar,2013,75,5.0,Jaipur,
